Descr,Degree of Truth
For few patients with medium f0_slope_mean we have high localjitter,0.0
For almost none patients with medium f0_slope_mean we have high localjitter,0.0
For almost every patients with medium f0_slope_mean we have low localshimmer,0.0
For most patients with medium f0_slope_mean we have low localshimmer,0.5255317255916466
For around half patients with medium f0_slope_mean we have low localshimmer,0.45744712401392196
For few patients with medium f0_slope_mean we have low localshimmer,0.0
For almost none patients with medium f0_slope_mean we have low localshimmer,0.0
For almost every patients with medium f0_slope_mean we have medium localshimmer,0.0
For most patients with medium f0_slope_mean we have medium localshimmer,0.0
For around half patients with medium f0_slope_mean we have medium localshimmer,0.7716352578485645
For few patients with medium f0_slope_mean we have medium localshimmer,0.3370188452908613
For almost none patients with medium f0_slope_mean we have medium localshimmer,0.0
For almost every patients with medium f0_slope_mean we have high localshimmer,0.0
For most patients with medium f0_slope_mean we have high localshimmer,0.0
For around half patients with medium f0_slope_mean we have high localshimmer,1.0
For few patients with medium f0_slope_mean we have high localshimmer,0.0
For almost none patients with medium f0_slope_mean we have high localshimmer,0.0
For almost every patients with medium f0_slope_mean we have low pitch_mean,0.0
For most patients with medium f0_slope_mean we have low pitch_mean,0.0
For around half patients with medium f0_slope_mean we have low pitch_mean,1.0
For few patients with medium f0_slope_mean we have low pitch_mean,0.0
For almost none patients with medium f0_slope_mean we have low pitch_mean,0.0
For almost every patients with medium f0_slope_mean we have medium pitch_mean,0.0
For most patients with medium f0_slope_mean we have medium pitch_mean,0.0
For around half patients with medium f0_slope_mean we have medium pitch_mean,0.6499573311694268
For few patients with medium f0_slope_mean we have medium pitch_mean,0.4100256012983439
For almost none patients with medium f0_slope_mean we have medium pitch_mean,0.0
For almost every patients with medium f0_slope_mean we have high pitch_mean,0.0
For most patients with medium f0_slope_mean we have high pitch_mean,0.4246138735877617
For around half patients with medium f0_slope_mean we have high pitch_mean,0.6256435440203968
For few patients with medium f0_slope_mean we have high pitch_mean,0.0
For almost none patients with medium f0_slope_mean we have high pitch_mean,0.0
For almost every patients in euthymia with high f0_slope_mean we have low energy_mean,0.0
For most patients in euthymia with high f0_slope_mean we have low energy_mean,0.03262976814498375
For around half patients in euthymia with high f0_slope_mean we have low energy_mean,1.0
For few patients in euthymia with high f0_slope_mean we have low energy_mean,0.0
For almost none patients in euthymia with high f0_slope_mean we have low energy_mean,0.0
For almost every patients in euthymia with high f0_slope_mean we have medium energy_mean,0.0
For most patients in euthymia with high f0_slope_mean we have medium energy_mean,0.0
For around half patients in euthymia with high f0_slope_mean we have medium energy_mean,0.3874607046730783
For few patients in euthymia with high f0_slope_mean we have medium energy_mean,0.567523577196153
For almost none patients in euthymia with high f0_slope_mean we have medium energy_mean,0.0
For almost every patients in euthymia with high f0_slope_mean we have high energy_mean,0.0
For most patients in euthymia with high f0_slope_mean we have high energy_mean,0.0
For around half patients in euthymia with high f0_slope_mean we have high energy_mean,1.0
For few patients in euthymia with high f0_slope_mean we have high energy_mean,0.0
For almost none patients in euthymia with high f0_slope_mean we have high energy_mean,0.0
For almost every patients in euthymia with high f0_slope_mean we have low f0_slope_mean,0.0
For most patients in euthymia with high f0_slope_mean we have low f0_slope_mean,0.0
For around half patients in euthymia with high f0_slope_mean we have low f0_slope_mean,0.0
For few patients in euthymia with high f0_slope_mean we have low f0_slope_mean,0.941808523759041
For almost none patients in euthymia with high f0_slope_mean we have low f0_slope_mean,0.23634753959840163
For almost every patients in euthymia with high f0_slope_mean we have medium f0_slope_mean,0.0
For most patients in euthymia with high f0_slope_mean we have medium f0_slope_mean,0.0
For around half patients in euthymia with high f0_slope_mean we have medium f0_slope_mean,0.31526683679250916
For few patients in euthymia with high f0_slope_mean we have medium f0_slope_mean,0.6108398979244946
For almost none patients in euthymia with high f0_slope_mean we have medium f0_slope_mean,0.0
For almost every patients in euthymia with high f0_slope_mean we have low localjitter,0.0
For most patients in euthymia with high f0_slope_mean we have low localjitter,0.0
For around half patients in euthymia with high f0_slope_mean we have low localjitter,1.0
For few patients in euthymia with high f0_slope_mean we have low localjitter,0.0015301702472630297
For almost none patients in euthymia with high f0_slope_mean we have low localjitter,0.0
For almost every patients in euthymia with high f0_slope_mean we have medium localjitter,0.0
For most patients in euthymia with high f0_slope_mean we have medium localjitter,0.0
For around half patients in euthymia with high f0_slope_mean we have medium localjitter,0.2680832147181693
For few patients in euthymia with high f0_slope_mean we have medium localjitter,0.6391500711690984
For almost none patients in euthymia with high f0_slope_mean we have medium localjitter,0.0
For almost every patients in euthymia with high f0_slope_mean we have high localjitter,0.0
For most patients in euthymia with high f0_slope_mean we have high localjitter,0.36149525173730385
For around half patients in euthymia with high f0_slope_mean we have high localjitter,0.7308412471044932
For few patients in euthymia with high f0_slope_mean we have high localjitter,0.0
For almost none patients in euthymia with high f0_slope_mean we have high localjitter,0.0
For almost every patients in euthymia with high f0_slope_mean we have low localshimmer,0.0
For most patients in euthymia with high f0_slope_mean we have low localshimmer,0.0
For around half patients in euthymia with high f0_slope_mean we have low localshimmer,1.0
For few patients in euthymia with high f0_slope_mean we have low localshimmer,0.16597966393775168
For almost none patients in euthymia with high f0_slope_mean we have low localshimmer,0.0
For almost every patients in euthymia with high f0_slope_mean we have medium localshimmer,0.0
For most patients in euthymia with high f0_slope_mean we have medium localshimmer,0.0
For around half patients in euthymia with high f0_slope_mean we have medium localshimmer,0.23807414576651928
For few patients in euthymia with high f0_slope_mean we have medium localshimmer,0.6571555125400884
For almost none patients in euthymia with high f0_slope_mean we have medium localshimmer,0.0
For almost every patients in euthymia with high f0_slope_mean we have high localshimmer,0.0
